,hour,wind_dir,current_dir,wind_speed,current_speed,wave_height,water_temp,tide_height,dif_tide_height,tide_variation,cluster
1303,0.625,0.6755555555555556,0.035162037027777766,0.24528301886792456,0.3116523041724184,0.05043988294438472,0.6764695054291308,0.1270107238605898,0.042553191489361715,0.2690582959641256,2
1326,0.5833333333333334,0.7052777777777778,0.08717592591666666,0.169811320754717,0.4056950167404265,0.07624633409413402,0.649289187212519,0.17672028599195708,0.07659574468085106,0.2683109118086697,2
1328,0.6666666666666666,0.8466666666666667,0.03877314813888889,0.18867924528301888,0.330161108932645,0.10146627591823257,0.6875184148313256,0.10819105402144773,0.046808510638297884,0.23318385650224216,12
1329,0.7083333333333334,0.7936111111111109,0.02203703703611111,0.09433962264150944,0.16403147241493538,0.10439882676936044,0.7122127283330035,0.21726988384718496,0.08936170212765958,0.43796711509716,43
1350,0.5833333333333334,0.7494444444444445,0.12868055555555558,0.169811320754717,0.36425627568140906,0.08739002958061934,0.6491786978930993,0.27949061662198393,0.09787234042553193,0.5508221225710015,46
1351,0.625,0.7536111111111111,0.08590277777777779,0.16037735849056606,0.549943799042205,0.09736070360055382,0.6834303186309459,0.1284629133378016,0.06808510638297872,0.3579970104633782,2
1352,0.6666666666666666,0.8138888888888889,0.06247685186111111,0.0660377358490566,0.5010116146883411,0.1026392959771588,0.7009428402919693,0.0901474530831099,0.004255319148936171,0.01345291479820628,14
1353,0.7083333333333334,0.8958333333333334,0.04668981480555556,0.2547169811320755,0.35623829139009344,0.10967741914596538,0.6550898648806984,0.15214477211796246,0.06382978723404256,0.28026905829596416,12
1375,0.625,0.8552777777777777,0.10793981480555556,0.22641509433962265,0.4381416259175652,0.06686217010366269,0.6526038601657644,0.2525692582439678,0.10638297872340426,0.2615844544095665,12
1544,0.6666666666666666,0.8386111111111111,0.3027546297222222,0.30188679245283023,0.05485200447946029,0.13431085023678846,0.2674388629986564,0.2450848972520107,0.1148936170212766,0.4147982062780269,42
1545,0.7083333333333334,0.8641666666666667,0.5671064813888889,0.12264150943396228,0.2643686773002585,0.12199413469137692,0.2803660875163132,0.40773011615281496,0.1148936170212766,0.5,23
1555,0.75,0.924722222222222,0.35208333333333336,0.0849056603773585,0.07695766205538335,0.054545454558251126,0.2389326756007464,0.32462019658176944,0.13191489361702127,0.2608370702541106,42
1647,0.5833333333333334,0.7811111111111111,0.5366898147222223,0.16037735849056606,0.4029224427734876,0.07741935485687257,0.21390689480374392,0.5626675603217157,0.059574468085106386,0.15994020926756355,29
1651,0.75,0.8005555555555556,0.11474537036111113,0.2075471698113208,0.34312476575899403,0.14428152496053526,0.3013037714500013,0.17761394101876676,0.03829787234042553,0.08594917787742899,33
1695,0.5833333333333334,0.4847222222222222,0.5660185186111111,0.28301886792452835,0.35541401260428074,0.09853372436329236,0.25274381268495705,0.5428954423592492,0.042553191489361715,0.14125560538116594,3
1697,0.6666666666666666,0.5069444444444444,0.4803703702777778,0.33018867924528306,0.2355189208758713,0.14310850419779672,0.2586549796725561,0.5577524575737265,0.05106382978723405,0.1345291479820628,3
1698,0.7083333333333334,0.5219444444444444,0.41657407416666653,0.24528301886792456,0.10191082802759684,0.16832844602189526,0.2461144667784665,0.5088248436327077,0.0851063829787234,0.2062780269058296,3
1699,0.75,0.5449999999999999,0.18870370369444445,0.2641509433962264,0.17871862112536352,0.20000000028152493,0.26688641706449223,0.4187890973860589,0.07659574468085106,0.1704035874439462,3
1719,0.5833333333333334,0.5088888888888888,0.4888888888888889,0.5566037735849058,0.027882421057126638,0.28712343349844544,0.2953674938259778,0.520554066152815,0.042553191489361715,0.12630792227204785,38
1722,0.7083333333333334,0.5547222222222222,0.39125,0.6037735849056605,0.06796553014652823,0.4797653962415872,0.27346051864274035,0.55015638961126,0.017021276595744685,0.03736920777279522,38
1862,0.5416666666666666,0.5136111111111111,0.10918981480555556,0.5377358490566039,0.3682278005359579,0.6322580644298553,0.4183669710278042,0.1726988382707775,0.046808510638297884,0.13976083707025413,20
1961,0.6666666666666666,0.6947222222222222,0.12253968252777778,0.2547169811320755,0.43848418333971695,0.19379974878446912,0.5290218033379559,0.1341599642761394,0.06808510638297872,0.15844544095665172,33
1985,0.6666666666666666,0.5777777777777777,0.12555555555555556,0.18867924528301888,0.414162607625836,0.1624633429120149,0.5222819681120454,0.20062555851206434,0.046808510638297884,0.2384155455904335,2
1986,0.7083333333333334,0.6680555555555555,0.10275,0.2641509433962264,0.4052004494869231,0.1720821114773213,0.5248453154168666,0.15527256481233245,0.017021276595744685,0.08146487294469358,33
2056,0.625,0.5294444444444444,0.4869444444444445,0.3113207547169811,0.14050206062737888,0.27390029355399426,0.5232763699980192,0.577859696380697,0.029787234042553193,0.07174887892376683,16
2060,0.7916666666666666,0.5125,0.10066666666666667,0.33018867924528306,0.410325964659594,0.307214076318408,0.5124484385717292,0.20051385167560326,0.029787234042553193,0.050822122571001487,21
2083,0.75,0.5336111111111111,0.16842592591666666,0.3207547169811321,0.20134881972473212,0.5038123165991348,0.5091337656184838,0.39186773907506706,0.07659574468085106,0.3863976083707026,11
2084,0.7916666666666666,0.44833333333333336,0.10166666666666667,0.3207547169811321,0.3247208691441084,0.4465689150607787,0.5040954627295511,0.28786863270777474,0.06382978723404256,0.33333333333333337,11
2102,0.6666666666666666,0.5305555555555556,0.5497222222222222,0.15094339622641512,0.19190708124875944,0.2938416422976755,0.5223924574314653,0.6089142091152814,0.03404255319148936,0.06726457399103139,4
2159,0.7083333333333334,0.5572222222222222,0.8561111111111109,0.4056603773584906,0.050281004109169324,0.1777126100123666,0.628461991935316,0.4535299374664878,0.1021276595744681,0.5388639760837071,44
2160,0.7916666666666666,0.5713888888888888,0.5511111111111111,0.3679245283018868,0.2759835143443256,0.15659824050594678,0.617192103894282,0.7782618411528149,0.06808510638297872,0.3841554559043349,32
2173,0.7083333333333334,0.8622222222222221,0.4889722222222223,0.37735849056603776,0.7217234917290547,0.11554252225584576,0.7588391283172777,0.12796550154155498,0.06382978723404256,0.2698056801195815,35
2216,0.75,0.5680555555555555,0.10546296297222224,0.4245283018867925,0.4415886098655661,0.30557184781362395,0.608850177182926,0.18020245911528146,0.05106382978723405,0.2713004484304933,21
2260,0.5833333333333334,0.6677777777777778,0.5459953702777778,0.3490566037735849,0.2481079055105016,0.07331378324300616,0.6253130526297329,0.6257819483914209,0.025531914893617023,0.08445440956651719,4
2263,0.7083333333333334,0.6777777777777778,0.30303240750000004,0.2547169811320755,0.1378044210628153,0.08973607040228412,0.6303955513790209,0.4566577300938337,0.059574468085106386,0.20254110612855009,1
2264,0.75,0.7241666666666666,0.18875,0.12264150943396228,0.2561258898018172,0.11202346067144243,0.6432122865772578,0.37701072386058976,0.05531914893617021,0.20926756352765324,46
2282,0.5,0.4405555555555555,0.4430555555555555,0.2358490566037736,0.03506931433932707,0.159530792060887,0.6436542431920022,0.510053619302949,0.0851063829787234,0.14125560538116594,9
2285,0.625,0.15666666666666668,0.5496759258333334,0.05660377358490566,0.22555264140342954,0.14956011733714022,0.6260864765398018,0.6048927613941019,0.017021276595744685,0.0343796711509716,37
2287,0.7083333333333334,0.5252777777777777,0.3226620369444444,0.05660377358490566,0.13563132258464214,0.1700879768140969,0.6186284623949998,0.5730563002680964,0.06382978723404256,0.3086696562032885,17
2305,0.4583333333333333,0.14805555555555555,0.9326157408333332,0.2169811320754717,0.08520044955382466,0.13958944261339346,0.5907852095877391,0.3725424485924933,0.05531914893617021,0.14050822122571002,39
2307,0.5416666666666666,0.12972222222222224,0.5947916666666667,0.2075471698113208,0.030573248398387712,0.14956011733714022,0.6002320275044881,0.4814566577077748,0.06808510638297872,0.2533632286995516,13
2309,0.625,0.9538888888888888,0.5661574075,0.16037735849056606,0.25170475826325306,0.1319648094151237,0.6056459928861657,0.5752904376675602,0.05106382978723405,0.18759342301943202,26
2310,0.6666666666666666,0.9505555555555556,0.5696296297222222,0.169811320754717,0.22165605086133447,0.12668621703851876,0.6123305837838338,0.6178507593833779,0.029787234042553193,0.08370702541106129,26
2311,0.7083333333333334,0.9880555555555556,0.5640404041666667,0.14150943396226418,0.14240948261256392,0.14700079956527878,0.6218929127495265,0.6094727432975869,0.042553191489361715,0.19207772795216746,26
2312,0.75,0.8597222222222223,0.39085648138888895,0.11320754716981132,0.0754589733784298,0.13548387099952702,0.6196228642809734,0.5711572833109919,0.029787234042553193,0.1674140508221226,18
2330,0.5,0.6530555555555555,0.08583333333333333,0.2547169811320755,0.07785687524357124,0.1982404694893233,0.6487367412783551,0.35936103666219843,0.05106382978723405,0.2002989536621824,31
2333,0.625,0.7580555555555555,0.5849305555555555,0.14150943396226418,0.18688647431135091,0.1917888563499798,0.6572444023003079,0.559092940147453,0.03404255319148936,0.10014947683109117,22
2335,0.7083333333333334,0.9208333333333332,0.5476851852777778,0.17924528301886794,0.21153990249422092,0.2029325511326528,0.6901149088656793,0.6360589812332439,0.01276595744680851,0.041106128550074734,26
2336,0.75,0.0030555555555555557,0.5716203702777778,0.30188679245283023,0.16433121011435756,0.18005865083403136,0.6587912494575108,0.6363941018766756,0.021276595744680854,0.06427503736920777,37
2353,0.4583333333333333,0.9908333333333332,0.07027777777777779,0.0660377358490566,0.17272386659739195,0.1853372432106363,0.6687905126454894,0.344950848994638,0.017021276595744685,0.029147982062780273,34
2354,0.5,0.6219444444444444,0.07851851852777778,0.2735849056603773,0.1532409141566809,0.1853372432106363,0.6687905126454894,0.3466264522117962,0.01276595744680851,0.05680119581464872,31
2381,0.625,0.7163888888888889,0.1305050505,0.169811320754717,0.0482373377748311,0.16235670478882264,0.7323016557844142,0.4573279713806969,0.05531914893617021,0.11584454409566518,1
2382,0.6666666666666666,0.7277777777777777,0.4701157408333333,0.1320754716981132,0.039115773686172514,0.16539589446695505,0.7295042726810563,0.5455764075067023,0.05106382978723405,0.2937219730941704,18
2404,0.5833333333333334,0.9838888888888888,0.14807870369444445,0.28301886792452835,0.19452978641094787,0.15366568895100666,0.7144225107437899,0.31680071494638073,0.025531914893617023,0.08744394618834081,34
2406,0.6666666666666666,0.9613888888888891,0.4591898147222223,0.3207547169811321,0.032146871477716485,0.20058651031098804,0.7248637305465127,0.4985478105227882,0.07659574468085106,0.19581464872944696,18
2407,0.7083333333333334,0.9580555555555554,0.5920370369444444,0.3867924528301887,0.2307231172355098,0.19765395875604785,0.7449175019136471,0.6084673813672921,0.06382978723404256,0.19133034379671152,28
2408,0.75,0.9319444444444444,0.5830787036111111,0.3679245283018868,0.4022480328823467,0.1736070383985002,0.7419895405839689,0.7128016085790884,0.06382978723404256,0.3034379671150972,28
2452,0.5833333333333334,0.6766666666666666,0.1301388888888889,0.3584905660377359,0.28984638435886245,0.06920821092532745,0.6711660287039383,0.25044682754691683,0.029787234042553193,0.09192825112107623,31
2454,0.6666666666666666,0.7047222222222221,0.2751388888888889,0.3679245283018868,0.19527913070446398,0.14076246337613196,0.6721051855987348,0.3255138516756032,0.059574468085106386,0.14275037369207774,1
2455,0.7083333333333334,0.7466666666666667,0.9388425925,0.1037735849056604,0.1204196327878235,0.13020527862292205,0.7255819094654044,0.4606791778150133,0.08936170212765958,0.3804185351270553,45
2474,0.5,0.5944444444444444,0.435,0.2735849056603773,0.1668040463818742,0.07800586488633568,0.6534877727323185,0.5535075960455763,0.1021276595744681,0.5799701046337817,17
2500,0.5833333333333334,0.09194444444444444,0.15181818180555556,0.30188679245283023,0.34931026246749985,0.04014929385106141,0.638586810957156,0.3490840035522789,0.10638297872340426,0.38266068759342303,5
2504,0.75,0.11194444444444444,0.33648148138888884,0.37735849056603776,0.11719745222679072,0.06627566007419955,0.6384060107950522,0.3928731010053619,0.1276595744680851,0.4588938714499253,5
2569,0.4583333333333333,0.5172222222222221,0.5321296297222222,0.2358490566037736,0.5027351066623417,0.11085043990870393,0.6372458752614163,0.7945710455764075,0.03404255319148936,0.18236173393124067,48
2576,0.75,0.9513888888888888,0.11328703702777775,0.17924528301886794,0.3517422254491541,0.0785923756196111,0.6673541548077062,0.22017426273458446,0.03404255319148936,0.101644245142003,12
2577,0.7916666666666666,0.9672222222222222,0.10634259258333333,0.2075471698113208,0.2368677406581532,0.06568914934092415,0.6386822337621341,0.32808310991957107,0.0723404255319149,0.41704035874439466,43
2595,0.5416666666666666,0.3227777777777778,0.5179629630555556,0.2075471698113208,0.502360434470623,0.12023460389917527,0.6018341189899337,0.7409517426273458,0.042553191489361715,0.24215246636771304,8
2596,0.5833333333333334,0.4547222222222222,0.4961342591666666,0.18867924528301888,0.35031847126449706,0.10909090911650228,0.6028285208759072,0.6715817694369972,0.0723404255319149,0.4282511210762332,17
2597,0.625,0.4097222222222222,0.3581712963888889,0.2924528301886793,0.17032596473225048,0.13958944261339346,0.6081319976010999,0.5504915102546917,0.06808510638297872,0.4252615844544096,17
2619,0.5416666666666666,0.1475,0.5179629630555556,0.28301886792452835,0.42450355928999656,0.09501466277888906,0.5881334712251425,0.7295576407506701,0.021276595744680854,0.07025411061285501,8
2642,0.5,0.4386111111111111,0.6008101852777777,0.5,0.22307980513591288,0.3812316718782949,0.5574727464076232,0.6096961575067024,0.06382978723404256,0.20254110612855009,49
2644,0.5833333333333334,0.4686111111111111,0.5125231480555555,0.5283018867924528,0.3182465341891557,0.4404692080798755,0.562886711789301,0.7308981233243966,0.042553191489361715,0.101644245142003,49
2649,0.7916666666666666,0.5594444444444444,0.0953787878888889,0.5566037735849058,0.3859327632881852,0.5225806452838899,0.5637354689345127,0.38550044684986573,0.03404255319148936,0.09865470852017937,20
2862,0.6666666666666666,0.36666666666666653,0.5696527777777778,0.11320754716981132,0.33143499431255163,0.0785923756196111,0.10209192695995628,0.531166219839142,0.05106382978723405,0.13153961136023914,3
2913,0.7916666666666666,0.4847222222222222,0.5504166666666667,0.16037735849056606,0.3165979767074517,0.14310850419779672,0.14766868006707967,0.6577301159517425,0.017021276595744685,0.048579970104633774,3
3123,0.5416666666666666,0.09444444444444444,0.5120833333333333,0.5377358490566039,0.3656800298660661,0.09736070360055382,0.2590416912961233,0.6615777975871312,0.06808510638297872,0.2877428998505232,47
3176,0.75,0.17305555555555555,0.18752314813888887,0.2641509433962264,0.2035219182928266,0.09736070360055382,0.3253903946892727,0.4139779975871313,0.042553191489361715,0.18086696562032886,25
3199,0.7083333333333334,0.12194444444444445,0.4184722222222223,0.30188679245283023,0.16815286616415606,0.0674486801331258,0.2890947258512362,0.5511382343163538,0.06808510638297872,0.3647234678624813,47
3201,0.7916666666666666,0.1647222222222222,0.14960648147222222,0.2358490566037736,0.2450355937542192,0.07390029327246928,0.26230111992112604,0.40750670241286857,0.046808510638297884,0.2869955156950673,25
3220,0.5833333333333334,0.33444444444444443,0.5525231480555556,0.339622641509434,0.23964031462509205,0.08035190641181275,0.28290733655948963,0.5941342332439677,0.05106382978723405,0.3026905829596413,47
3344,0.75,0.0,0.5839583333333334,0.02830188679245283,0.3428250279696505,0.2527859240475745,0.3596972597553616,0.5533958892091152,0.10638297872340426,0.5134529147982062,36
3578,0.625,0.2813888888888889,0.5628703702777778,0.169811320754717,0.15533907823247886,0.10967741914596538,0.5284141130755495,0.5044682752680965,0.029787234042553193,0.06203288490284006,37
3647,0.5,0.2897222222222222,0.1604861111111111,0.30188679245283023,0.2337204944994956,0.4533724343585626,0.548025928490874,0.24776586239946374,0.03829787234042553,0.2384155455904335,11
3651,0.6666666666666666,0.3416666666666667,0.21643518519444446,0.2358490566037736,0.08542525285087163,0.3806451611450194,0.6270256334345983,0.41298033961126,0.06808510638297872,0.31988041853512705,11
3652,0.7083333333333334,0.33694444444444444,0.5262731480555556,0.3584905660377359,0.1123267140941326,0.322580645002365,0.6052592812625988,0.523793565683646,0.059574468085106386,0.2556053811659193,9
3677,0.75,0.32333333333333336,0.5957870369444445,0.2075471698113208,0.1585612588834329,0.14369501493107212,0.6500626104596534,0.5759606789544235,0.0723404255319149,0.2384155455904335,9
3696,0.5416666666666666,0.3516666666666666,0.18583333333333332,0.2169811320754717,0.2552266766136293,0.10439882676936044,0.5562021215545676,0.24776586239946374,0.05531914893617021,0.2698056801195815,19
3698,0.625,0.3558333333333333,0.08761574074999999,0.169811320754717,0.2338703633941673,0.100293255155494,0.5423909844703572,0.1813002680965148,0.021276595744680854,0.06427503736920777,19
3699,0.6666666666666666,0.3405555555555556,0.14626262625,0.18867924528301888,0.16415409236244413,0.09901359626956333,0.5494522422066745,0.25212243076407503,0.08085106382978724,0.3841554559043349,24
3700,0.7083333333333334,0.3416666666666667,0.5641161616666667,0.4622641509433963,0.037692019474539096,0.09261530254372204,0.649012964245437,0.3706434316353887,0.08085106382978724,0.2518684603886398,9
3724,0.7083333333333334,0.3505555555555556,0.3136342591666666,0.30188679245283023,0.05500187334715567,0.15366568895100666,0.619015174018567,0.29557640750670233,0.08085106382978724,0.4461883408071749,24
3741,0.4166666666666667,0.3202777777777778,0.5571296297222221,0.2169811320754717,0.4866991380797103,0.03343108505183134,0.5604559520655439,0.7617292225201071,0.021276595744680854,0.050822122571001487,8
3742,0.4583333333333333,0.33722222222222226,0.5420370369444445,0.169811320754717,0.4979393029320588,0.0498533722111093,0.543661608660478,0.6952636280160857,0.059574468085106386,0.2414050822122571,8
3767,0.5,0.0,0.5392361111111111,0.03773584905660378,0.3602098163345636,0.0281524926752264,0.5327784329059457,0.6428731012064343,0.059574468085106386,0.3213751868460389,6
3768,0.5416666666666666,0.3358333333333334,0.4887037036111112,0.16037735849056606,0.182540277175162,0.029325513437964933,0.5448217441941139,0.5260277032841822,0.08936170212765958,0.23318385650224216,17
3842,0.6666666666666666,0.3325,0.1762731481388889,0.3679245283018868,0.25530161101600457,0.0639296185487225,0.5473629939002251,0.33646112600536193,0.0723404255319149,0.3430493273542601,24
3912,0.5833333333333334,0.3322222222222222,0.5801620369444445,0.18867924528301888,0.3480704382940273,0.21407624661913813,0.6279647909923292,0.6091376226541554,0.03404255319148936,0.05530642750373692,37
3915,0.7083333333333334,0.32944444444444443,0.4362962963888888,0.17924528301886794,0.14432371667717736,0.2052785926581299,0.6168606365989573,0.5236818587801608,0.046808510638297884,0.17713004484304934,9
4028,0.4166666666666667,0.33194444444444443,0.5135185186111111,0.16037735849056606,0.5092544022767037,0.08035190641181275,0.6107284916354536,0.7677613941018766,0.06382978723404256,0.2884902840059791,8
4076,0.6666666666666666,0.3286111111111111,0.1033796296388889,0.12264150943396228,0.5146496814058309,0.14956011733714022,0.6622716560584185,0.05864611260053618,0.021276595744680854,0.05381165919282512,19
4077,0.7083333333333334,0.0,0.07881944444444444,0.02830188679245283,0.33008617453026984,0.16598240449641816,0.6537639956994004,0.11695710455764075,0.05106382978723405,0.2989536621823617,30
4100,0.6666666666666666,0.3316666666666667,0.12432870369444445,0.4245283018867925,0.6189584112356243,0.21759530820354145,0.6578520918997799,0.1333780160857909,0.05531914893617021,0.2772795216741405,21
4168,0.5,0.3322222222222222,0.5402777777777777,0.30188679245283023,0.4368677406275798,0.17536656919070184,0.6114466705543451,0.6905719390080427,0.029787234042553193,0.05605381165919282,8
4172,0.6666666666666666,0.33611111111111114,0.3533101852777778,0.12264150943396228,0.1880104907965858,0.1771260999829035,0.5820565705898813,0.515862377144772,0.07659574468085106,0.41778774289985054,17
4173,0.7083333333333334,0.3341666666666667,0.1958585858611111,0.14150943396226418,0.2575905172723367,0.1929618771127184,0.587842181743619,0.41867739054959774,0.05106382978723405,0.20852017937219733,19
4174,0.75,0.33055555555555555,0.12736111111111112,0.11320754716981132,0.3617834394138924,0.1771260999829035,0.5984642017084456,0.3294235924932976,0.05106382978723405,0.2914798206278027,19
